,nri_id,stateabbrv,county,risk_value,eal_valt,sovi_score,resl_score,crf_value,year
73,C01037,AL,Coosa,648620.2199067865,631706.4449285137,33.34647221127316,52.185202000000004,1.0267747386686656,2021
74,C01037,AL,Coosa,1341703.777695864,1097112.9706525884,43.599998474121094,21.709999084472656,1.222940402297666,2023
75,C01037,AL,Coosa,6181672.673614697,4940305.564228567,62.08651399,36.45038167938932,1.251273346,2025
76,C01039,AL,Covington,9640801.570307828,7145226.12692,41.6633819472,52.017998,1.349264725714645,2020
77,C01039,AL,Covington,7531719.882264141,5582092.037776298,41.66338194718171,52.017998,1.349264725714645,2021
78,C01039,AL,Covington,38614604.90212672,30691593.924083374,70.75,33.20000076293945,1.258149218240055,2023
79,C01039,AL,Covington,50770765.15492287,33117304.19372817,86.73664122,40.42620865139949,1.533058514,2025
80,C01041,AL,Crenshaw,3415380.5077532264,3304141.11781,34.6078044935,53.902998,1.0336666582863616,2020
81,C01041,AL,Crenshaw,4330206.059460291,4189170.6816189797,34.60780449349626,53.902998000000004,1.0336666582863616,2021
82,C01041,AL,Crenshaw,5619733.160407596,4458911.145599544,60.25,21.200000762939453,1.2603375525779776,2023
83,C01041,AL,Crenshaw,11506635.643338578,7201391.403279606,90.29898219,32.66539440203562,1.597835057,2025
84,C01043,AL,Cullman,8625087.011965986,8629896.28613,33.7800551833,54.5572,0.9994427193555334,2020
85,C01043,AL,Cullman,7095649.465233,7099605.938205702,33.78005518328735,54.5572,0.9994427193555334,2021
86,C01043,AL,Cullman,11847706.40269273,9998988.509029223,51.560001373291016,37.619998931884766,1.1848904908725608,2023
87,C01043,AL,Cullman,48620607.93961132,34822068.02103073,75.66793893,33.68320610687023,1.396258485,2025
88,C01045,AL,Dale,5026846.591439522,4702861.14652,35.7114702404,53.9044,1.0688911355929067,2020
