,nri_id,stateabbrv,county,risk_val_2025,eal_valt_2025,sovi_score_2025,resl_score_2025,crf_value_2025,risk_val_2023,eal_valt_2023,sovi_score_2023,resl_score_2023,crf_value_2023,risk_val_2021,eal_valt_2021,sovi_score_2021,resl_score_2021,crf_value_2021,risk_val_2020,eal_valt_2020,sovi_score_2020,resl_score_2020,crf_value_2020
10,C01021,AL,Chilton,18927268.083146684,16121833.88283064,52.60814249,21.43765903307888,1.174014583,8034568.594594459,6176421.023552406,72.22000122070312,21.579999923706055,1.3008453542846936,3039785.8147817245,3239485.47652865,29.759558533701224,51.73220200000001,0.9383545124082734,2824225.1423830534,3009763.47962,29.7595585337,51.732202,0.9383545124082734
11,C01023,AL,Choctaw,30453724.63571277,20591133.971812453,79.70737913,12.786259541984732,1.478972682,14763935.389033705,10512312.00514454,71.16000366210938,8.020000457763672,1.404442275096905,4917816.57984877,3666608.0197040495,39.10130074891604,48.994997999999995,1.3412441562939994,5030482.807763008,3750609.30119,39.1013007489,48.994998,1.3412441562939994
12,C01025,AL,Clarke,18360843.316108197,13317190.291141743,74.10941476,35.846055979643765,1.378732519,13183483.029359404,9091113.332208836,85.5199966430664,22.18000030517578,1.4501505533598116,3242245.6549338014,2193152.9371259157,44.6196294836421,51.3058,1.4783490927826954,5602450.311617168,3789666.68899,44.6196294836,51.3058,1.4783490927826954
13,C01027,AL,Clay,9236216.077292468,5935467.605635976,89.40839695,49.904580152671755,1.556105886,2879757.2892155796,2212158.5845154715,53.09000015258789,40.63999938964844,1.301786096789409,2154176.4657376087,1790870.498716042,38.943634213638155,52.906197999999996,1.2028655713978413,2661487.651026128,2212622.68562,38.9436342136,52.906198,1.2028655713978413
14,C01029,AL,Cleburne,9470248.965354646,6039350.9575408315,84.25572519,8.333333333333332,1.568090517,2902687.55834762,2311388.046995744,45.41999816894531,6.71999979019165,1.2558200956868428,2271928.2788010407,2267774.346275629,31.454473787938507,50.686201999999994,1.0018317221606434,2852503.1195103955,2847287.67957,31.4544737879,50.686202,1.0018317221606434
15,C01031,AL,Coffee,52607092.3471182,43010301.669957496,59.57379135,42.39821882951654,1.223127723,40354826.61567451,32828035.649485696,64.88999938964844,42.869998931884766,1.229279358855172,9034528.735261811,8355409.838246946,36.736302719747734,54.866,1.0812789450382425,6796707.293731291,6285803.79274,36.7363027197,54.866,1.0812789450382425
16,C01033,AL,Colbert,45382717.33549935,34936872.025097616,69.81552163,68.06615776081425,1.298992002,13039100.047965758,11551710.612660162,34.75,66.01000213623047,1.1287592362013885,6441473.675166865,6069808.601261043,36.38155301537249,55.18839800000001,1.061231761711334,7897911.982723874,7442212.21761,36.3815530154,55.188398,1.061231761711334
17,C01035,AL,Conecuh,10537175.21746373,6236644.918544988,93.28880407,17.39821882951654,1.689558305,5854299.064603126,4376030.085328032,65.75,16.420000076293945,1.337810515570137,2913912.205304707,1723974.6636953885,51.3204572329523,49.4354,1.690229135420502,4299454.138341244,2543710.81899,51.320457233,49.4354,1.690229135420502
18,C01037,AL,Coosa,6181672.673614697,4940305.564228567,62.08651399,36.45038167938932,1.251273346,1341703.777695864,1097112.9706525884,43.599998474121094,21.709999084472656,1.222940402297666,648620.2199067865,631706.4449285137,33.34647221127316,52.185202000000004,1.0267747386686656,1866338.9413710614,1817671.26818,33.3464722113,52.185202,1.0267747386686656
19,C01039,AL,Covington,50770765.15492287,33117304.19372817,86.73664122,40.42620865139949,1.533058514,38614604.90212672,30691593.924083374,70.75,33.20000076293945,1.258149218240055,7531719.882264141,5582092.037776298,41.66338194718171,52.017998,1.349264725714645,9640801.570307828,7145226.12692,41.6633819472,52.017998,1.349264725714645
20,C01041,AL,Crenshaw,11506635.643338578,7201391.403279606,90.29898219,32.66539440203562,1.597835057,5619733.160407596,4458911.145599544,60.25,21.200000762939453,1.2603375525779776,4330206.059460291,4189170.6816189797,34.60780449349626,53.902998000000004,1.0336666582863616,3415380.5077532264,3304141.11781,34.6078044935,53.902998,1.0336666582863616
21,C01043,AL,Cullman,48620607.93961132,34822068.02103073,75.66793893,33.68320610687023,1.396258485,11847706.40269273,9998988.509029223,51.560001373291016,37.619998931884766,1.1848904908725608,7095649.465233,7099605.938205702,33.78005518328735,54.5572,0.9994427193555334,8625087.011965986,8629896.28613,33.7800551833,54.5572,0.9994427193555334
22,C01045,AL,Dale,27894050.202267397,18524918.172157113,81.87022901,15.776081424936386,1.505758349,19719374.290099893,14921451.592531042,80.6500015258789,22.469999313354492,1.3215453046116812,7233315.647818045,6767120.997598856,35.711470240441464,53.904399999999995,1.0688911355929067,5026846.591439522,4702861.14652,35.7114702404,53.9044,1.0688911355929067
23,C01047,AL,Dallas,30570602.2793038,18521818.78451378,95.86513995,50.0,1.650518377,7856884.17252713,5814903.589372051,91.56999969482422,44.209999084472656,1.351163274123276,4601006.900582788,2820735.8433523024,52.18762317698068,53.497,1.6311371060945297,5487226.140426815,3364049.60682,52.187623177,53.497,1.6311371060945297
24,C01049,AL,DeKalb,44755081.60342612,31589795.729993545,74.68193384,13.454198473282442,1.41675755,11726718.453172917,8895997.914076688,73.87000274658203,18.200000762939453,1.3182015740602866,9747387.787527014,8759838.721450783,36.736302719747734,53.445802,1.1127359872114946,9849200.28801657,8851336.16708,36.7363027197,53.445802,1.1127359872114946
25,C01051,AL,Elmore,32207122.65299451,28727538.73661267,49.07760814,61.41857506361323,1.121123635,7727801.049058331,7168981.945434228,45.63999938964844,57.06999969482422,1.0779495760872997,3078482.612195512,3699723.7997858194,27.473393772171857,55.271,0.8320844416477058,4262993.428287228,5123270.20542,27.4733937722,55.271,0.8320844416477058
26,C01053,AL,Escambia,57940670.18393113,36194552.550048515,89.69465649,26.52671755725191,1.600811893,52396993.82104306,37431706.868920974,87.08000183105469,20.59000015258789,1.3998024189633615,5218839.154854763,4049912.4356789747,40.165549862041786,51.880398,1.2886301216978822,10195367.75514394,7911787.55135,40.165549862,51.880398,1.2886301216978822
27,C01055,AL,Etowah,70102248.66687462,50264035.47595149,77.98982188,57.56997455470738,1.394680073,23052950.48116733,20000074.75921672,64.83000183105469,53.65999984741211,1.1526432155231692,16113086.007799644,13139952.713108411,41.66338194718171,55.86500199999999,1.2262666662205897,13638932.798666121,11122322.0645,41.6633819472,55.865002,1.2262666662205897
28,C01057,AL,Fayette,12430754.119740512,8593330.857645946,78.84860051,24.045801526717558,1.446558305,3539611.0063867867,2653388.9238864197,67.25,24.510000228881836,1.3339962997969845,1899213.3386086677,1403381.4078819687,41.1115490737091,51.22860000000001,1.3533123126342579,2967130.756602267,2192495.20521,41.1115490737,51.2286,1.3533123126342579
29,C01059,AL,Franklin,27873121.655603047,17187858.76637522,89.9173028,17.716284987277355,1.621675046,10435094.937634509,7841248.036867912,72.9800033569336,19.100000381469727,1.3307951602309824,6293659.164400274,4802707.707632659,41.03271580607016,52.315402000000006,1.3104397659674634,5556784.927482167,4240397.05738,41.0327158061,52.315402,1.3104397659674634
30,C01061,AL,Geneva,18348516.14606428,11746379.140805565,87.65903308,29.770992366412212,1.562057203,10453197.564154228,7956236.67334404,56.90999984741211,20.209999084472656,1.3138369298610502,4463719.020066011,3760030.5317542357,38.825384312179736,53.26300200000001,1.1871496740170007,3758671.915022952,3166131.44685,38.8253843122,53.263002,1.1871496740170007
31,C01063,AL,Greene,9978043.913234787,5593797.379682636,98.12340967,21.151399491094146,1.783769278,2458754.5903954757,1590700.7620169204,95.12999725341797,5.980000019073486,1.5457052948650827,2092403.1345006977,1270425.521290674,50.01970831690974,50.4596,1.6470096825313656,2268629.8069578595,1377423.47906,50.0197083169,50.4596,1.6470096825313656
32,C01065,AL,Hale,12667417.640645657,7835529.470788661,90.61704835,22.646310432569976,1.616663901,3932203.9341717996,2589659.848703946,93.51000213623047,13.399999618530273,1.5184248758151617,2336592.28844923,1547946.4387208899,46.47221127315728,52.463002,1.509478771358536,2981134.4949382334,1974942.97469,46.4722112732,52.463002,1.509478771358536
33,C01067,AL,Henry,13787646.337304793,8538291.609360423,93.38422392,46.69211195928753,1.614801528,6272061.915247263,5333746.700362371,56.459999084472656,35.52000045776367,1.1759204678432036,5127320.615512695,4123547.1793048615,39.57430035474971,52.635798,1.2434247487807446,4955744.759762424,3985560.65787,39.5743003547,52.635798,1.2434247487807446
34,C01069,AL,Houston,72808282.81207237,55198976.725629576,72.23282443,75.95419847328245,1.319015082,48007533.00270954,38105374.710543886,70.20999908447266,64.0,1.2598625093542433,12019006.214190383,10668726.100869847,39.10130074891604,56.20339800000001,1.12656432460202,8857557.136946116,7862451.29862,39.1013007489,56.203398,1.12656432460202
35,C01071,AL,Jackson,42004466.177802995,29373835.106204513,77.73536896,27.131043256997454,1.429995982,11928548.733165855,9680584.20567195,55.279998779296875,21.989999771118164,1.232213725921293,7455425.467360159,7084387.288407431,35.001970831690976,53.42879800000001,1.0523740676289506,6414761.264844439,6095514.38235,35.0019708317,53.428798,1.0523740676289506
36,C01073,AL,Jefferson,306211573.3708959,262366896.15587714,56.20229008,79.99363867684478,1.167112078,140565447.08965528,116180224.81515794,75.62000274658203,80.55000305175781,1.2098913331704608,84164984.178823,79995445.04044111,36.972802522664566,56.461802,1.052122206911581,51496065.54023425,48944946.8911,36.9728025227,56.461802,1.052122206911581
